,термин,частота (ipm),1960-е,1970-е,1980-е,1990-е,2000-е,2010-е,2020-е
1065,сербский,26.12,13.2,21.9,9.7,14.9,13.5,32.3,55.5
1066,сербскохорватский,2.95,46.7,12.4,3.8,3.8,1.3,1.2,0.5
1067,сибилянт,3.44,1.2,0.5,1.7,0.9,0.5,6.2,10.3
1068,сигматический,1.8,0.0,0.0,0.8,3.3,1.6,1.2,0.0
1069,сигнификат,23.38,0.0,1.6,26.1,34.1,20.7,13.2,20.2
1070,сигнификативный,2.27,0.0,0.2,3.3,3.4,2.2,1.0,0.0
1071,силлабический,4.8,4.8,10.5,6.6,4.0,2.6,4.1,0.0
1072,силлогизм,5.55,1.2,0.3,0.8,8.5,7.3,1.3,0.0
1073,симплока,0.51,0.0,0.0,0.0,0.3,0.7,0.2,0.0
1074,сингармонизм,11.44,1.2,32.2,18.9,11.7,6.7,6.8,11.3
1075,синекдоха,4.26,3.6,2.5,2.6,4.6,3.9,2.3,13.6
1076,синкопа,1.37,1.2,1.0,1.2,2.0,1.0,1.0,0.9
1077,синкретизм,37.24,0.0,6.2,12.2,28.2,38.6,26.1,23.0
1078,синомия,0.02,0.0,0.0,0.0,0.1,0.0,0.0,0.0
1079,синоним,694.83,342.3,377.6,736.7,703.3,641.5,402.9,312.2
1080,синонимический,171.96,68.2,79.7,183.8,177.4,169.6,87.7,56.0
1081,синонимичный,48.43,25.1,49.2,57.6,44.0,36.9,33.4,58.8
1082,синонимия,159.01,32.3,34.8,180.5,192.2,152.0,84.6,30.6
1083,синтагма,190.37,8.4,50.5,233.4,206.9,180.2,103.4,64.4
1084,синтаксема,3.26,0.0,0.2,11.3,4.8,2.4,1.0,0.0
1085,синтаксис,766.02,166.4,316.6,832.6,912.0,711.7,423.4,227.6
1086,синтаксист,2.5,1.2,3.3,3.1,2.8,2.0,1.3,2.4
1087,синтаксический,1130.23,344.7,553.4,1354.0,1272.5,992.6,668.9,489.0
1088,синтетизм,3.51,0.0,0.5,0.7,2.1,2.7,2.9,24.4
1089,синтетический,37.54,79.0,29.7,32.8,37.3,28.7,27.1,58.3
1090,синхронический,19.96,4.8,7.8,16.7,18.1,16.6,15.7,12.2
1091,синхрония,50.99,3.6,6.9,36.6,49.9,46.9,37.0,19.3
1092,сирийский,4.77,1.2,15.0,5.9,2.7,2.3,4.4,0.9
1093,сирконстант,10.44,0.0,0.0,8.2,6.9,8.6,9.2,12.7
1094,сказуемое,167.08,119.7,278.1,292.6,203.2,107.1,102.1,48.0
1095,скандинавский,14.53,7.2,6.0,11.5,11.0,12.7,11.1,8.5
1096,склонение,78.52,156.8,103.4,77.3,77.9,55.6,58.3,59.7
1097,славистика,10.6,2.4,8.3,6.0,8.2,8.3,9.4,5.2
1098,славянизм,21.74,77.8,39.5,13.2,34.9,15.5,13.3,6.1
1099,славянский,875.62,825.8,596.5,616.2,830.0,685.8,716.3,546.8
1100,сленг,84.79,1.2,0.2,4.9,33.8,96.1,63.6,20.7
1101,сленгизм,5.53,0.0,0.0,0.2,1.6,6.3,4.3,0.5
1102,сленговый,10.87,1.2,0.0,0.2,1.8,13.9,6.7,3.8
1103,словарный,319.07,213.0,235.4,288.3,274.9,273.8,221.5,221.9
1104,словарь,3561.97,2448.6,2285.7,2202.7,2541.8,3120.6,2791.7,1974.8
1105,словацкий,24.24,31.1,39.2,25.3,17.0,19.9,15.6,9.9
1106,словенский,13.19,16.8,8.0,6.6,14.8,8.9,11.1,46.1
1107,словесность,105.75,73.0,37.1,47.7,61.1,100.3,85.1,31.0
1108,словесный,177.64,165.2,118.0,171.3,163.4,155.3,118.2,65.8
1109,словник,43.73,20.3,28.3,65.2,38.5,30.9,34.1,20.2
1110,слово,8262.45,11561.0,9301.8,8937.2,7872.0,6832.6,5146.8,4352.5
1111,словоизменение,36.92,22.7,29.1,44.5,36.5,28.5,25.5,38.6
1112,словоизменительный,30.73,9.6,27.4,25.7,34.8,19.9,27.0,38.6
1113,словообразование,545.42,156.8,173.5,554.6,524.2,533.1,313.6,86.5
1114,словообразовательный,583.32,166.4,179.9,637.4,578.9,552.4,341.9,165.5
1115,словопроизводство,20.34,9.6,7.0,21.6,18.1,20.0,11.5,1.9
1116,словосложение,39.7,8.4,20.6,34.1,26.8,41.4,22.6,6.6
1117,словосочетание,479.5,296.8,507.1,642.7,442.8,409.6,269.2,239.3
1118,словоформа,124.27,31.1,51.1,97.6,74.4,94.7,115.4,144.8
1119,слог,271.84,332.7,381.7,286.9,183.9,169.5,247.4,203.6
1120,слоговой,29.61,7.2,26.3,30.8,21.8,23.5,22.9,12.7
1121,сложноподчиненный,105.08,14.4,129.9,139.4,100.3,104.0,40.3,24.0
1122,сложнопроизводный,2.67,0.0,0.2,1.8,2.7,3.2,1.0,0.0
1123,сложносокращенный,8.48,37.1,11.6,20.0,2.2,7.5,3.0,2.4
1124,сложносоставной,4.27,0.0,1.8,3.1,3.0,4.3,2.8,1.9
1125,смычка,0.94,0.0,1.6,1.3,0.4,0.7,0.7,1.4
1126,смычный,21.44,3.6,48.0,26.7,14.4,11.5,19.3,13.2
1127,смягчение,10.6,7.2,7.4,5.2,8.2,8.9,8.6,15.0
1128,смягченный,2.29,7.2,2.6,2.3,2.2,1.9,1.4,0.9
1129,смягчительный,1.47,0.0,0.3,1.6,1.7,1.3,0.8,3.3
1130,согласный,239.5,408.1,470.4,289.9,186.1,152.0,179.2,271.8
1131,согласование,80.45,28.7,43.3,53.8,51.1,48.0,92.6,69.1
1132,согласуемый,3.22,0.0,1.8,2.0,3.5,2.1,3.1,4.7
1133,созвучие,9.13,16.8,24.7,8.2,6.6,7.0,5.3,8.5
1134,сонант,52.17,1.2,63.1,65.3,44.9,36.6,40.4,33.4
1135,сонорный,11.71,14.4,25.7,20.2,11.6,6.6,7.9,9.9
1136,составляющая,25.02,0.0,1.0,3.2,12.3,21.1,26.2,25.4
1137,социолект,23.94,0.0,0.0,0.5,12.3,22.5,23.1,11.8
1138,социолингвист,212.02,4.8,9.1,75.5,142.4,193.3,171.4,518.6
1139,социолингвистика,86.62,1.2,2.6,26.4,58.0,74.8,72.8,299.0
1140,социолингвистический,119.66,3.6,6.2,46.9,80.8,113.5,94.3,189.5
1141,сочетаемостный,13.07,0.0,2.8,11.0,13.2,12.7,7.5,19.7
1142,сочетаемость,184.54,47.9,60.6,222.9,192.3,164.6,110.9,124.1
1143,сочетание,986.64,1163.3,1254.9,1297.0,856.2,777.7,612.2,682.2
1144,сочетательный,3.36,0.0,2.1,4.2,3.4,2.9,2.2,0.0
1145,сочинительный,52.06,12.0,33.5,28.1,40.3,47.6,39.2,20.7
1146,союз,492.97,268.1,632.8,553.8,424.8,428.8,281.3,314.6
1147,союзный,156.12,86.2,235.9,243.9,164.6,135.5,65.8,46.5
1148,спирант,79.83,26.3,53.6,49.4,46.8,57.4,80.1,66.3
1149,спирантизация,0.39,0.0,1.0,0.6,0.8,0.2,0.2,0.0
1150,спрягаемый,7.56,6.0,16.8,11.9,8.2,4.3,5.1,5.6
1151,спряжение,34.77,22.7,40.4,27.0,29.6,16.6,39.0,52.7
1152,среднеболгарский,1.79,1.2,0.5,1.5,1.0,1.3,1.9,0.0
1153,среднеперсидский,2.07,0.0,2.3,0.7,0.7,0.9,2.9,3.3
1154,среднеязычный,3.53,0.0,7.4,2.2,2.2,2.9,2.6,0.9
1155,старописьменный,4.79,1.2,12.4,5.2,4.0,2.8,3.9,1.9
1156,старорусский,13.25,0.0,6.7,13.8,13.9,10.9,9.0,16.5
1157,старославянизм,2.14,1.2,6.2,1.7,2.8,1.2,1.6,0.0
1158,старославянский,52.84,142.4,60.9,31.8,80.4,38.6,36.5,31.5
1159,староукраинский,1.23,0.0,0.8,6.6,1.3,0.4,0.5,0.5
1160,статив,24.79,0.0,0.5,13.1,29.4,14.6,28.3,16.9
1161,стилистика,535.32,147.2,95.7,432.2,497.0,525.8,339.7,134.0
1162,стилистический,634.82,552.9,304.9,686.3,590.8,572.6,397.9,221.0
1163,стиль,619.43,690.5,386.7,666.5,551.7,554.0,384.8,276.0
1164,стих,527.62,1180.0,897.1,551.0,582.9,394.7,327.2,192.3
1165,стиховой,5.96,9.6,9.3,3.8,6.8,5.0,3.8,0.0
1166,стихосложение,11.16,15.6,28.3,19.4,7.3,7.9,6.1,0.5
1167,стихотворение,185.49,466.7,284.6,181.2,218.6,145.7,108.4,73.8
1168,стихотворный,58.25,99.3,85.1,69.5,56.1,49.4,31.4,10.3
1169,стихотворство,1.15,3.6,3.8,1.2,1.1,0.9,0.6,0.0
1170,стопа,12.33,14.4,12.4,8.3,11.5,7.0,12.8,13.6
1171,стопный,4.5,8.4,5.1,3.8,6.3,3.8,2.5,0.5
1172,стохастический,0.8,0.0,0.5,0.2,0.3,0.7,0.7,0.0
1173,страдательный,24.55,37.1,51.6,47.9,16.0,15.8,15.4,6.1
1174,строка,148.3,330.3,290.8,138.4,98.8,60.1,169.1,81.8
1175,строфа,33.25,152.0,50.6,47.9,39.8,22.1,20.0,12.7
1176,строфика,2.32,2.4,1.1,2.2,1.6,1.9,1.9,0.9
1177,строфический,3.5,1.2,4.4,3.6,2.2,3.2,2.2,0.9
1178,строчной,1.38,1.2,2.3,1.6,0.7,0.7,1.4,1.4
1179,структуралистский,2.39,0.0,0.8,0.3,1.9,2.0,2.2,2.8
1180,структурный,524.92,56.2,142.1,475.3,521.3,473.2,359.4,234.6
1181,стяжение,9.48,4.8,13.1,8.2,9.6,6.2,8.2,4.2
1182,суахили,2.11,0.0,1.1,0.5,0.8,2.6,1.0,4.2
1183,суггестивный,12.91,0.0,0.0,0.5,11.0,13.7,9.3,9.9
1184,суггестия,3.74,0.0,0.0,0.0,5.1,3.0,3.5,3.8
1185,суперсегментный,4.98,0.0,2.1,5.9,5.1,4.4,3.2,0.9
1186,супин,3.8,0.0,0.8,2.7,2.8,1.4,4.2,34.3
1187,суффикс,357.93,664.2,388.5,382.8,365.1,253.5,264.1,363.0
1188,суффиксальный,64.8,28.7,23.7,81.6,64.8,57.6,39.3,29.2
1189,суффиксация,17.28,2.4,5.9,13.7,16.4,17.8,9.4,7.5
1190,существительный,200.55,306.4,164.0,216.5,184.2,163.3,136.6,110.0
1191,табуирование,0.49,0.0,0.2,0.5,0.4,0.5,0.2,1.9
1192,табуированный,3.19,0.0,3.8,0.9,1.9,2.4,2.9,6.1
1193,тавтологический,7.49,8.4,11.9,6.4,12.1,4.7,5.6,0.0
1194,тавтология,10.48,13.2,9.6,8.0,9.9,7.6,9.0,2.8
1195,таджикский,140.31,16.8,39.7,58.8,63.1,56.0,212.3,187.1
1196,тайский,353.96,43.1,399.0,217.2,182.8,210.1,385.2,630.0
1197,таксисный,0.18,0.0,0.0,0.0,0.0,0.1,0.2,0.0
1198,таксономический,14.96,0.0,0.0,5.7,9.7,14.9,11.6,10.3
1199,таксономия,11.54,0.0,0.3,2.4,12.7,11.4,8.5,4.7
1200,татарский,403.97,70.6,729.0,429.9,214.0,338.5,265.8,112.8
1201,твердость,8.82,9.6,6.5,9.6,9.6,6.9,6.1,5.6
1202,тезаурус,84.75,0.0,7.8,19.6,47.2,86.9,67.5,35.7
1203,тезаурусный,0.98,0.0,0.0,0.1,0.5,0.9,0.8,4.2
1204,текст,9460.86,1324.8,1089.7,3099.9,5144.0,8416.1,8953.8,3922.7
1205,текстовый,223.86,1.2,7.8,65.1,181.2,230.7,163.2,79.5
1206,телеология,0.69,0.0,0.0,0.0,1.9,0.6,0.4,0.0
1207,тембр,11.53,12.0,4.4,10.8,23.6,8.0,7.8,3.8
1208,тембральный,2.26,0.0,0.2,2.4,6.0,1.8,1.1,0.5
1209,тембровый,1.12,2.4,0.2,0.5,2.2,0.9,0.8,0.0
1210,темп,179.83,52.7,50.8,127.8,140.6,160.6,139.1,110.5
1211,темпоральный,3.64,0.0,0.7,1.9,3.0,3.1,3.2,0.9
1212,темпоральность,6.58,0.0,0.7,1.4,4.3,6.7,5.3,0.9
1213,теоним,8.45,0.0,0.2,1.1,2.5,6.4,10.0,14.1
1214,терминоведения,38.9,0.0,0.0,1.7,20.4,35.5,39.1,8.5
1215,терминография,2.85,0.0,0.0,0.0,1.1,2.9,2.5,1.4
1216,терминологизация,6.81,0.0,0.3,3.8,2.5,6.5,5.9,0.9
1217,терминологический,288.18,76.6,100.2,235.5,235.2,247.1,227.5,120.4
1218,терминология,626.37,198.7,203.4,526.1,490.7,557.4,473.6,211.6
1219,терминоним,0.61,0.0,0.0,0.0,0.0,0.8,0.3,0.0
1220,терминосистема,13.68,0.0,0.3,9.0,10.5,11.9,11.9,5.2
1221,терминосочетание,0.26,1.2,0.0,0.2,0.5,0.2,0.1,0.0
1222,тибетский,9.03,0.0,12.1,3.4,2.8,6.8,9.1,8.0
1223,типологический,271.67,6.0,75.5,200.9,224.0,240.1,208.0,226.6
1224,типология,460.21,31.1,40.5,272.2,404.4,431.0,344.1,303.3
1225,толкование,199.07,165.2,164.5,151.3,192.2,159.5,150.8,152.3
1226,тон,1242.2,990.9,912.8,1164.1,1055.6,1006.3,928.3,913.1
1227,тональность,25.55,31.1,15.2,13.9,12.3,20.2,23.5,35.3
1228,тональный,17.86,1.2,1.8,11.0,9.7,13.2,17.8,42.8
1229,тонический,7.49,8.4,3.8,8.1,6.0,6.4,5.3,2.8
1230,тоновый,2.32,1.2,2.0,0.4,2.0,1.6,2.4,0.9
1231,топикализация,0.68,0.0,0.0,0.0,0.6,0.5,0.7,0.5
1232,топографический,3.98,1.2,3.1,3.6,2.9,2.6,3.7,8.9
1233,топологический,8.3,0.0,0.0,0.8,6.7,8.3,6.4,9.9
1234,топоним,462.4,111.3,441.9,391.2,523.5,309.7,380.8,777.7
1235,топонимика,52.12,34.7,45.1,40.3,73.2,40.5,34.6,65.8
1236,топонимический,83.43,23.9,56.2,53.0,90.6,55.7,76.8,131.7
1237,топонимия,113.13,4.8,64.4,83.2,120.2,84.0,93.7,170.2
1238,траектор,7.6,0.0,0.7,0.3,2.7,4.6,9.2,42.3
1239,транскрибирование,4.09,3.6,4.4,1.8,1.6,4.4,2.4,2.8
1240,транскрипционный,2.88,2.4,4.7,2.7,2.1,2.5,1.7,3.8
1241,транскрипция,40.79,75.4,85.4,31.4,25.1,29.4,30.8,43.7
1242,транслитерация,13.44,9.6,11.3,5.2,5.8,9.8,14.0,15.0
1243,трансляция,19.94,0.0,1.5,0.7,3.9,18.7,19.6,32.9
1244,трансонимизация,0.35,0.0,0.0,0.1,0.3,0.2,0.4,1.4
1245,трансфикс,0.24,0.0,0.0,0.0,0.2,0.2,0.3,0.0
1246,трансформация,149.27,15.6,43.9,95.6,111.5,133.4,118.2,115.7
1247,трехъязычный,1.4,1.2,3.1,1.0,0.8,0.6,1.6,3.3
1248,трилингвизм,0.63,0.0,0.0,0.3,0.2,0.4,0.8,1.4
1249,троп,614.47,123.3,182.3,232.7,387.2,555.0,526.7,525.2
1250,тропа,39.67,28.7,24.7,31.8,44.1,32.7,27.4,48.9
1251,тувинский,56.04,14.4,138.4,68.7,29.2,36.2,43.8,24.0
1252,турецкий,154.39,31.1,784.2,319.0,65.2,75.1,77.3,108.6
1253,туркменский,46.1,13.2,389.0,139.1,17.0,12.6,9.2,4.2
1254,тюменский,28.17,0.0,8.5,9.4,5.1,29.2,22.6,24.0
1255,тюркологический,26.69,4.8,168.6,72.8,11.9,8.6,11.5,8.0
1256,тюркский,661.9,234.6,3134.1,1665.5,399.5,302.5,296.6,313.1
1257,убыхский,0.15,0.0,0.0,0.1,0.2,0.1,0.1,0.0
1258,увулярный,2.51,4.8,3.1,3.8,2.8,1.6,1.9,0.0
1259,ударение,211.85,629.5,374.3,316.1,169.9,125.6,161.4,117.1
1260,ударный,117.11,177.1,172.0,115.3,81.1,74.5,101.9,151.4
1261,удинский,9.69,0.0,18.1,16.3,4.0,3.3,11.5,1.4
1262,удмуртский,73.21,3.6,34.8,11.0,60.2,37.9,96.1,97.8
1263,удэгейский,3.56,0.0,0.3,0.1,0.6,1.9,5.0,15.0
1264,узбекский,117.95,21.5,693.4,432.8,72.8,36.5,30.9,19.7
1265,узуальный,46.74,0.0,2.0,29.7,44.9,47.2,29.8,26.8
1266,украинский,92.05,185.5,131.4,194.8,63.3,55.9,63.2,63.0
1267,ульяновский,5.38,9.6,4.1,3.8,5.6,3.7,4.6,7.1
1268,умлаут,5.0,0.0,3.3,2.8,24.1,1.2,3.5,0.5
1269,употребимый,1.23,0.0,0.0,0.5,1.1,1.2,0.8,3.3
1270,употребительность,20.8,38.3,20.3,25.4,21.7,16.2,13.5,8.9
1271,употребительный,92.96,217.8,131.2,113.7,77.9,71.8,58.9,57.8
1272,урбаноним,11.78,0.0,0.0,0.5,1.6,6.1,16.1,67.7
1273,устный,283.32,299.2,214.2,232.9,292.4,225.2,209.0,245.0
1274,утвердительный,20.23,9.6,10.5,26.7,20.7,11.3,19.4,23.5
1275,фарерский,0.49,0.0,0.0,0.0,0.2,0.5,0.4,0.0
1276,фарингальный,2.59,0.0,3.1,3.8,2.1,1.9,1.9,0.0
1277,фарси,4.5,0.0,6.9,4.7,4.4,3.7,2.9,0.0
1278,филологический,803.13,225.0,217.3,509.3,643.7,732.8,622.4,265.7
1279,филология,404.41,31.1,92.8,224.7,232.8,334.7,385.9,185.7
1280,финитный,30.65,0.0,5.9,29.5,24.8,19.1,31.3,55.5
1281,финский,80.78,61.0,45.3,28.9,80.2,45.2,92.6,122.7
1282,флексия,86.42,53.9,15.5,34.0,73.1,70.7,79.0,85.1
1283,флективность,0.95,0.0,0.2,0.1,0.9,1.0,0.7,0.0
1284,флективный,18.98,1.2,6.7,17.8,23.2,16.5,11.7,28.7
1285,фокусный,7.32,0.0,0.7,1.8,4.7,3.7,9.9,18.3
1286,фольклор,345.31,77.8,322.8,327.4,316.0,260.8,273.7,189.0
1287,фольклорист,30.48,10.8,45.1,40.6,23.5,18.9,25.6,19.3
1288,фольклористика,16.0,1.2,23.7,24.5,12.6,10.2,12.5,10.3
1289,фольклорный,120.03,26.3,77.8,93.1,94.5,93.0,104.0,73.8
1290,фонационный,2.1,1.2,0.2,1.9,1.5,1.5,2.1,0.9
1291,фонация,3.09,0.0,0.2,1.3,2.2,2.6,2.9,1.4
1292,фонема,150.84,87.4,251.6,139.5,110.0,116.1,108.9,102.5
1293,фонематический,12.43,1.2,16.5,8.2,8.7,13.2,5.8,8.0
1294,фонемный,15.68,1.2,30.2,17.4,13.6,12.6,9.3,6.6
1295,фонетика,256.66,92.2,255.7,271.7,214.7,222.6,164.5,104.4
1296,фонетический,375.96,146.0,491.6,402.7,329.6,299.9,254.2,183.8
1297,фонологический,101.18,6.0,65.8,99.5,91.4,80.8,74.4,141.1
1298,фонология,75.24,8.4,28.3,96.1,73.1,62.6,49.5,84.2
1299,формализм,4.91,2.4,5.1,3.8,3.8,5.0,2.5,1.4
1300,формант,165.18,10.8,93.0,138.5,133.8,119.3,146.9,252.0
1301,формообразование,20.57,0.0,14.2,17.6,25.0,19.4,11.3,5.2
1302,формообразовательный,3.92,0.0,3.1,2.7,4.4,4.2,1.7,0.9
1303,фрагментарность,2.96,0.0,1.3,1.5,1.6,2.7,2.5,0.5
1304,фраза,183.26,533.8,229.4,181.4,157.7,141.2,125.1,152.3
1305,фразеография,2.97,0.0,0.2,0.7,1.3,2.0,3.8,0.5
1306,фразеологизация,2.21,0.0,0.0,0.7,1.7,2.2,1.7,1.9
1307,фразеологизм,443.37,83.8,216.3,376.3,371.4,389.8,327.3,144.8
1308,фразеологический,820.58,94.5,279.2,624.8,649.0,738.4,621.8,320.2
1309,фразеология,595.57,76.6,151.9,438.5,475.5,552.3,443.4,119.9
1310,фразеосемантический,0.15,0.0,0.0,0.0,0.0,0.1,0.2,0.0
1311,фразовый,77.04,4.8,15.2,100.7,91.5,65.1,48.5,45.1
1312,франкский,0.79,0.0,1.6,1.8,1.1,0.4,0.5,0.5
1313,французский,639.24,412.9,189.2,463.4,445.1,572.2,490.2,600.4
1314,фрейм,195.32,0.0,0.0,6.8,107.7,205.7,150.1,303.7
1315,фреймовый,41.03,0.0,0.0,0.8,21.3,38.0,39.7,38.6
1316,фрикативный,6.77,9.6,19.8,8.1,5.3,3.8,4.7,13.6
1317,фузионный,1.46,0.0,1.1,3.8,2.3,0.8,0.9,0.0
1318,фузия,4.82,1.2,5.2,4.2,5.3,3.3,4.1,1.4
1319,функциональный,846.85,45.5,103.3,586.6,859.6,818.9,560.9,351.2
1320,функционирование,688.67,46.7,66.8,406.9,604.5,667.2,490.5,348.4
1321,хабитуалис,4.85,0.0,0.0,0.0,0.8,0.9,9.4,9.9
1322,хакасский,48.31,4.8,123.5,57.6,31.4,31.3,35.5,36.7
1323,хиазм,2.17,0.0,0.5,0.9,0.6,2.8,1.1,0.0
1324,хинди,6.03,3.6,4.9,2.7,2.9,5.6,3.7,28.2
1325,хорватский,21.11,51.5,18.5,37.3,21.2,10.9,17.8,24.9
1326,хороним,0.42,0.0,0.0,0.0,0.3,0.2,0.6,3.3
1328,цахурский,1.32,0.0,0.5,0.1,2.1,1.2,0.9,1.4
1329,цыганский,11.78,29.9,3.3,4.5,7.2,11.6,8.9,0.0
1330,частица,239.51,104.1,151.6,202.6,236.8,188.3,186.7,198.9
1331,частичный,45.49,23.9,24.5,41.5,37.7,38.6,33.3,39.0
1332,чередование,49.87,69.4,69.8,65.8,37.0,31.5,40.5,53.6
1333,чеченский,39.66,1.2,2.9,22.3,11.9,35.8,37.8,6.6
1334,чешский,54.68,105.3,50.5,44.2,57.3,40.3,43.0,32.9
1335,численный,203.21,207.0,242.8,197.8,163.8,150.8,155.2,213.9
1336,числительное,49.96,89.8,49.0,28.7,55.6,45.6,30.3,15.5
1337,числительный,84.51,148.4,82.0,65.2,91.7,74.1,51.7,39.0
1338,число,845.77,823.4,928.8,699.9,695.9,626.6,685.0,789.4
1339,членение,157.77,50.3,87.6,220.8,186.6,143.9,77.2,50.3
1340,чувашский,124.03,21.5,398.0,247.4,59.8,71.8,77.5,47.5
1341,шведский,23.46,12.0,20.1,21.8,23.3,14.6,22.3,16.0
1342,швейцарский,9.0,1.2,1.5,10.7,2.1,4.6,11.2,18.3
1343,шотландский,6.44,0.0,1.1,0.7,1.9,3.6,9.4,1.9
1344,шумный,14.58,18.0,18.0,13.4,11.4,11.2,11.1,8.5
1345,щелевой,9.19,10.8,11.1,14.6,3.5,6.7,6.8,8.9
1346,эвиденциальность,4.17,0.0,0.0,0.0,2.0,2.2,6.2,5.2
1347,эвристический,9.83,0.0,1.5,4.0,9.3,9.7,7.0,4.7
1348,эвфемизации,6.79,0.0,0.0,0.5,1.6,6.2,6.9,7.5
1349,эвфемизм,50.74,0.0,12.4,17.8,18.4,44.4,45.3,135.9
1350,эвфемистический,11.78,0.0,1.3,9.3,4.7,12.0,7.9,16.9
1351,эквиполентный,0.07,0.0,0.0,0.3,0.0,0.0,0.1,0.0
1352,экзоглоссный,0.03,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1353,экзотизм,8.93,2.4,3.1,4.2,7.9,8.4,6.6,1.9
1354,экспериенцер,6.74,0.0,0.0,1.7,1.2,3.1,10.3,15.5
1355,экспликация,56.21,0.0,2.0,16.7,46.5,54.4,44.9,23.5
1356,эксплозивный,0.92,0.0,5.1,3.0,0.6,0.5,0.0,0.0
1357,экспресивный,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1358,экспрессивность,124.31,25.1,19.9,63.5,126.1,125.6,80.5,25.9
1359,экспрессивный,249.99,130.4,103.3,183.1,267.2,246.3,145.2,71.9
1360,экспрессия,44.92,73.0,29.4,57.0,41.7,38.7,27.3,13.2
1361,элатив,7.21,0.0,0.0,1.9,4.7,1.9,11.9,18.8
1362,эллипс,34.06,7.2,7.7,21.0,33.0,26.7,31.1,11.3
1363,эллипсис,31.79,7.2,7.0,17.8,30.1,24.6,29.9,11.3
1364,эллиптический,24.21,3.6,9.8,15.4,38.9,21.4,15.0,3.8
1365,элокутивный,0.09,0.0,0.0,0.0,0.0,0.1,0.1,0.0
1366,эмотивность,7.41,0.0,0.0,2.7,5.6,7.2,6.1,0.5
1367,эмотивный,97.85,0.0,0.8,18.6,89.6,98.4,74.3,38.6
1368,эмоциональность,53.97,19.1,21.2,45.2,48.0,50.7,35.5,22.1
1369,эмоциональный,351.06,154.4,104.6,181.8,288.3,331.6,259.9,186.7
1370,эмпиризм,1.09,0.0,0.2,0.5,0.9,1.0,0.7,2.8
1371,эмфаза,7.71,0.0,2.5,12.4,9.9,5.5,5.3,6.1
1372,эмфатический,14.63,4.8,6.0,15.8,24.8,9.6,11.2,9.9
1373,энклитика,7.3,0.0,2.8,3.3,2.9,4.1,9.7,5.6
1374,энклитический,2.11,0.0,1.6,0.9,2.0,1.2,2.4,0.9
1375,энтимем,1.28,0.0,0.0,0.0,1.0,1.5,0.8,0.0
1376,эпентеза,2.18,0.0,3.6,2.0,1.6,1.4,1.5,9.9
1377,эпиграфический,3.85,1.2,9.6,8.1,2.8,2.4,2.1,3.8
1378,эпистемический,1.09,0.0,0.0,0.0,1.5,0.6,1.4,0.9
1379,эпитет,74.54,122.1,131.2,79.6,66.9,53.7,51.7,38.6
1380,эпитетных,0.15,0.0,0.0,0.0,0.3,0.2,0.1,0.0
1381,эпифора,2.41,1.2,2.9,1.2,1.1,2.6,1.3,0.5
1382,эпос,71.92,10.8,146.7,182.7,57.4,41.6,41.0,36.7
1383,эргатив,38.62,0.0,0.8,9.7,43.6,28.4,40.0,18.3
1384,эргативный,24.05,0.0,0.8,7.5,27.6,19.8,22.1,6.1
1385,эргонимия,0.57,0.0,0.0,0.0,0.0,0.2,1.0,0.5
1386,эргоним,20.31,0.0,0.0,0.2,2.0,10.8,31.0,37.1
1387,эрзянский,20.62,1.2,2.1,4.3,13.4,22.8,14.0,7.5
1388,эрратический,0.11,0.0,0.0,0.0,0.0,0.0,0.2,0.9
1389,эстонский,15.87,7.2,13.2,10.6,12.5,9.1,17.8,10.8
1390,этимолог,457.32,357.8,418.7,393.7,342.7,367.5,354.8,307.5
1391,этимологизация,11.09,6.0,14.4,16.7,13.6,8.1,6.4,7.5
1392,этимологизирования,0.71,0.0,1.5,0.5,0.3,0.7,0.4,0.0
1393,этимологический,273.49,167.6,177.8,198.1,194.6,235.6,213.2,157.0
1394,этимология,144.32,140.0,182.2,147.9,111.5,104.9,113.1,111.0
1395,этимон,11.03,0.0,4.2,5.0,7.8,7.8,11.7,8.9
1396,этнолингвистика,36.85,0.0,0.0,2.1,19.3,33.7,36.3,21.2
1397,этнолингвистический,45.08,0.0,9.5,11.2,23.5,38.8,44.2,36.2
1398,этнонимика,2.27,1.2,3.4,1.3,2.1,1.6,1.9,0.9
1399,этнопсихолингвистика,0.91,0.0,0.0,0.1,0.2,0.8,0.9,2.4
1400,этноэйдемы,0.46,0.0,0.0,0.0,0.2,0.6,0.3,0.0
1401,эфиопский,0.97,1.2,0.5,0.4,1.9,0.7,0.7,0.0
1402,южноафриканский,0.98,0.0,0.0,0.0,0.6,1.2,0.5,0.9
1403,южнославянский,24.93,26.3,21.7,13.0,15.6,17.3,25.5,13.6
1404,ядерный,92.01,12.0,22.4,50.0,60.8,85.6,71.7,98.7
1405,ядро,144.09,18.0,32.3,76.8,104.4,135.5,112.5,68.2
1406,язык,25036.92,10215.8,14013.7,18466.0,19528.8,22227.0,18581.3,14141.1
1407,языковед,104.59,193.9,174.7,151.0,85.7,74.5,68.5,36.7
1408,языковедение,32.77,9.6,11.3,26.6,23.5,30.8,23.5,7.1
1409,языковедческий,15.21,21.5,25.7,21.1,13.8,10.6,10.2,7.1
1410,языковой,3533.5,730.0,616.3,1275.9,2325.2,3288.1,2983.6,2173.2
