,термин,частота (ipm),1960-е,1970-е,1980-е,1990-е,2000-е,2010-е,2020-е,DP,D,R
1223,топикализация,0.68,0.0,0.0,0.0,0.6,0.5,0.7,0.5,0.6775,80.08,39.0
1224,топографический,3.98,1.2,3.1,3.6,2.9,2.6,3.7,8.9,0.4015,90.3,103.0
1225,топологический,8.3,0.0,0.0,0.8,6.7,8.3,6.4,9.9,0.4843,86.79,105.0
1226,топоним,462.4,111.3,441.9,391.2,523.5,309.7,380.8,777.7,0.2948,93.26,123.0
1227,топонимика,52.12,34.7,45.1,40.3,73.2,40.5,34.6,65.8,0.3157,92.06,123.0
1228,топонимический,83.43,23.9,56.2,53.0,90.6,55.7,76.8,131.7,0.307,92.5,123.0
1229,топонимия,113.13,4.8,64.4,83.2,120.2,84.0,93.7,170.2,0.3505,91.9,122.0
1230,траектор,7.6,0.0,0.7,0.3,2.7,4.6,9.2,42.3,0.4856,84.75,104.0
1231,транскрибирование,4.09,3.6,4.4,1.8,1.6,4.4,2.4,2.8,0.45399999999999996,86.57,96.0
1232,транскрипционный,2.88,2.4,4.7,2.7,2.1,2.5,1.7,3.8,0.4738,83.57,83.0
1233,транскрипция,40.79,75.4,85.4,31.4,25.1,29.4,30.8,43.7,0.2835,93.27,123.0
1234,транслитерация,13.44,9.6,11.3,5.2,5.8,9.8,14.0,15.0,0.34,91.74,121.0
1235,трансляция,19.94,0.0,1.5,0.7,3.9,18.7,19.6,32.9,0.3047,92.94,119.0
1236,трансонимизация,0.35,0.0,0.0,0.1,0.3,0.2,0.4,1.4,0.7655,80.2,28.0
1237,трансфикс,0.24,0.0,0.0,0.0,0.2,0.2,0.3,0.0,0.8455,73.25,18.0
1238,трансформация,149.27,15.6,43.9,95.6,111.5,133.4,118.2,115.7,0.1594,96.24,123.0
1239,трехъязычный,1.4,1.2,3.1,1.0,0.8,0.6,1.6,3.3,0.5726,83.13,61.0
1240,трилингвизм,0.63,0.0,0.0,0.3,0.2,0.4,0.8,1.4,0.8055,58.19,23.0
1241,троп,614.47,123.3,182.3,232.7,387.2,555.0,526.7,525.2,0.1522,96.5,123.0
1242,тропа,39.67,28.7,24.7,31.8,44.1,32.7,27.4,48.9,0.2231,94.64,123.0
1243,тувинский,56.04,14.4,138.4,68.7,29.2,36.2,43.8,24.0,0.5574,86.99,100.0
1244,турецкий,154.39,31.1,784.2,319.0,65.2,75.1,77.3,108.6,0.4989,86.67,123.0
1245,туркменский,46.1,13.2,389.0,139.1,17.0,12.6,9.2,4.2,0.6458,79.03,119.0
1246,тюменский,28.17,0.0,8.5,9.4,5.1,29.2,22.6,24.0,0.435,89.41,122.0
1247,тюркологический,26.69,4.8,168.6,72.8,11.9,8.6,11.5,8.0,0.6054,82.86,89.0
1248,тюркский,661.9,234.6,3134.1,1665.5,399.5,302.5,296.6,313.1,0.5339,86.3,123.0
1249,убыхский,0.15,0.0,0.0,0.1,0.2,0.1,0.1,0.0,0.8855,68.76,13.0
1250,увулярный,2.51,4.8,3.1,3.8,2.8,1.6,1.9,0.0,0.591,85.49,58.0
1251,ударение,211.85,629.5,374.3,316.1,169.9,125.6,161.4,117.1,0.3128,92.48,123.0
1252,ударный,117.11,177.1,172.0,115.3,81.1,74.5,101.9,151.4,0.3158,91.46,123.0
1253,удинский,9.69,0.0,18.1,16.3,4.0,3.3,11.5,1.4,0.6238,75.98,76.0
1254,удмуртский,73.21,3.6,34.8,11.0,60.2,37.9,96.1,97.8,0.5937,84.35,123.0
1255,удэгейский,3.56,0.0,0.3,0.1,0.6,1.9,5.0,15.0,0.7812,68.76,38.0
1256,узбекский,117.95,21.5,693.4,432.8,72.8,36.5,30.9,19.7,0.6203,82.95,120.0
1257,узуальный,46.74,0.0,2.0,29.7,44.9,47.2,29.8,26.8,0.2625,93.93,123.0
1258,украинский,92.05,185.5,131.4,194.8,63.3,55.9,63.2,63.0,0.2976,91.45,123.0
1259,ульяновский,5.38,9.6,4.1,3.8,5.6,3.7,4.6,7.1,0.3509,88.73,114.0
1260,умлаут,5.0,0.0,3.3,2.8,24.1,1.2,3.5,0.5,0.6928,54.18,64.0
1261,употребимый,1.23,0.0,0.0,0.5,1.1,1.2,0.8,3.3,0.4387,88.94,74.0
1262,употребительность,20.8,38.3,20.3,25.4,21.7,16.2,13.5,8.9,0.2073,95.09,123.0
1263,употребительный,92.96,217.8,131.2,113.7,77.9,71.8,58.9,57.8,0.1412,96.65,123.0
1264,урбаноним,11.78,0.0,0.0,0.5,1.6,6.1,16.1,67.7,0.736,75.05,69.0
1265,устный,283.32,299.2,214.2,232.9,292.4,225.2,209.0,245.0,0.1066,97.43,123.0
1266,утвердительный,20.23,9.6,10.5,26.7,20.7,11.3,19.4,23.5,0.3148,92.23,123.0
1267,фарерский,0.49,0.0,0.0,0.0,0.2,0.5,0.4,0.0,0.8215,71.02,21.0
1268,фарингальный,2.59,0.0,3.1,3.8,2.1,1.9,1.9,0.0,0.5685,84.81,67.0
1269,фарси,4.5,0.0,6.9,4.7,4.4,3.7,2.9,0.0,0.554,78.52,72.0
1270,филологический,803.13,225.0,217.3,509.3,643.7,732.8,622.4,265.7,0.1685,96.47,123.0
1271,филология,404.41,31.1,92.8,224.7,232.8,334.7,385.9,185.7,0.1887,95.91,123.0
1272,финитный,30.65,0.0,5.9,29.5,24.8,19.1,31.3,55.5,0.4549,88.58,115.0
1273,финский,80.78,61.0,45.3,28.9,80.2,45.2,92.6,122.7,0.4338,86.75,123.0
1274,флексия,86.42,53.9,15.5,34.0,73.1,70.7,79.0,85.1,0.2289,94.55,123.0
1275,флективность,0.95,0.0,0.2,0.1,0.9,1.0,0.7,0.0,0.5575,82.44,54.0
1276,флективный,18.98,1.2,6.7,17.8,23.2,16.5,11.7,28.7,0.3176,90.93,123.0
1277,фокусный,7.32,0.0,0.7,1.8,4.7,3.7,9.9,18.3,0.5241,83.77,91.0
1278,фольклор,345.31,77.8,322.8,327.4,316.0,260.8,273.7,189.0,0.1969,95.25,123.0
1279,фольклорист,30.48,10.8,45.1,40.6,23.5,18.9,25.6,19.3,0.2844,93.58,123.0
1280,фольклористика,16.0,1.2,23.7,24.5,12.6,10.2,12.5,10.3,0.2882,93.21,123.0
1281,фольклорный,120.03,26.3,77.8,93.1,94.5,93.0,104.0,73.8,0.2262,94.2,123.0
1282,фонационный,2.1,1.2,0.2,1.9,1.5,1.5,2.1,0.9,0.4933,87.22,77.0
1283,фонация,3.09,0.0,0.2,1.3,2.2,2.6,2.9,1.4,0.4795,86.62,86.0
1284,фонема,150.84,87.4,251.6,139.5,110.0,116.1,108.9,102.5,0.2937,92.87,123.0
1285,фонематический,12.43,1.2,16.5,8.2,8.7,13.2,5.8,8.0,0.3995,80.45,117.0
1286,фонемный,15.68,1.2,30.2,17.4,13.6,12.6,9.3,6.6,0.3151,91.44,121.0
1287,фонетика,256.66,92.2,255.7,271.7,214.7,222.6,164.5,104.4,0.2055,94.9,123.0
1288,фонетический,375.96,146.0,491.6,402.7,329.6,299.9,254.2,183.8,0.161,96.13,123.0
1289,фонологический,101.18,6.0,65.8,99.5,91.4,80.8,74.4,141.1,0.2553,93.39,123.0
1290,фонология,75.24,8.4,28.3,96.1,73.1,62.6,49.5,84.2,0.233,94.54,123.0
1291,формализм,4.91,2.4,5.1,3.8,3.8,5.0,2.5,1.4,0.4383,87.9,105.0
1292,формант,165.18,10.8,93.0,138.5,133.8,119.3,146.9,252.0,0.182,95.27,123.0
1293,формообразование,20.57,0.0,14.2,17.6,25.0,19.4,11.3,5.2,0.2815,93.38,123.0
1294,формообразовательный,3.92,0.0,3.1,2.7,4.4,4.2,1.7,0.9,0.4562,86.45,92.0
1295,фрагментарность,2.96,0.0,1.3,1.5,1.6,2.7,2.5,0.5,0.3011,93.17,110.0
1296,фраза,183.26,533.8,229.4,181.4,157.7,141.2,125.1,152.3,0.2173,94.92,123.0
1297,фразеография,2.97,0.0,0.2,0.7,1.3,2.0,3.8,0.5,0.4885,86.24,86.0
1298,фразеологизация,2.21,0.0,0.0,0.7,1.7,2.2,1.7,1.9,0.43700000000000006,88.09,88.0
1299,фразеологизм,443.37,83.8,216.3,376.3,371.4,389.8,327.3,144.8,0.2435,94.71,123.0
1300,фразеологический,820.58,94.5,279.2,624.8,649.0,738.4,621.8,320.2,0.2558,94.46,123.0
1301,фразеология,595.57,76.6,151.9,438.5,475.5,552.3,443.4,119.9,0.2568,94.24,123.0
1302,фразеосемантический,0.15,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.9095,65.23,10.0
1303,фразовый,77.04,4.8,15.2,100.7,91.5,65.1,48.5,45.1,0.2931,93.11,123.0
1304,франкский,0.79,0.0,1.6,1.8,1.1,0.4,0.5,0.5,0.6345,80.85,45.0
1305,французский,639.24,412.9,189.2,463.4,445.1,572.2,490.2,600.4,0.2765,93.54,123.0
1306,фрейм,195.32,0.0,0.0,6.8,107.7,205.7,150.1,303.7,0.35600000000000004,91.51,117.0
1307,фреймовый,41.03,0.0,0.0,0.8,21.3,38.0,39.7,38.6,0.4135,90.33,114.0
1308,фрикативный,6.77,9.6,19.8,8.1,5.3,3.8,4.7,13.6,0.4366,86.86,99.0
1309,фузионный,1.46,0.0,1.1,3.8,2.3,0.8,0.9,0.0,0.59,84.38,55.0
1310,фузия,4.82,1.2,5.2,4.2,5.3,3.3,4.1,1.4,0.3267,89.39,114.0
1311,функциональный,846.85,45.5,103.3,586.6,859.6,818.9,560.9,351.2,0.1978,95.73,123.0
1312,функционирование,688.67,46.7,66.8,406.9,604.5,667.2,490.5,348.4,0.1988,95.78,123.0
1313,хабитуалис,4.85,0.0,0.0,0.0,0.8,0.9,9.4,9.9,0.722,63.29,47.0
1314,хакасский,48.31,4.8,123.5,57.6,31.4,31.3,35.5,36.7,0.5269,87.16,118.0
1315,хиазм,2.17,0.0,0.5,0.9,0.6,2.8,1.1,0.0,0.5559,66.23,75.0
1316,хинди,6.03,3.6,4.9,2.7,2.9,5.6,3.7,28.2,0.4958,80.85,94.0
1317,хорватский,21.11,51.5,18.5,37.3,21.2,10.9,17.8,24.9,0.4418,88.53,118.0
1318,хороним,0.42,0.0,0.0,0.0,0.3,0.2,0.6,3.3,0.7975,74.61,24.0
1319,цахурский,1.32,0.0,0.5,0.1,2.1,1.2,0.9,1.4,0.6406,82.07,48.0
